논문번호,논문제목,논문사번,논문저자,논문게재일,논문게재지
729,"Notched-tensile properties under high-pressure gaseous hydrogen: Comparison of pipeline steel X70 and austenitic stainless type 304L, 316L steels",00779,"송은주,백승욱,남승훈,백운봉",2017-03-23,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY
730,Note: An absolute X-Y-Θ position sensor using a two-dimensional phase-encoded binary scale,00832,"김종안,김재완,강주식,진종한",2018-04-12,REVIEW OF SCIENTIFIC INSTRUMEMTS
731,Novel fabrication process for and array of elliptical zone plates by using direct laser lithography,00895,"안누호앙,김영광,이혁교,김영식",2020-01-01,The International Journal of Advanced Manufacturing Technology
732,Novel invasion indices quantify the feed-forward facilitation of tumor invasion by macrophages,00994,"임기쁨,강석조,이지연",2020-01-20,SCIENTIFIC REPORTS
733,Nuclear Magnetic Resonance Study of O-ring Polymer Exposed to High-Pressure Hydrogen,00814,"이창훈,정재갑,전상구,류권상,백운봉",2017-09-01,Journal of Magnetics
734,Numerical calculation of the operation wavelength range of a polarization controller based on rotatable wave plates,00869,"박희수,A. Sharma",2016-10-19,OPTICAL FIBER TECHNOLOGY
735,Numerical evaluation of polyethylene glycol ligand conjugation to gold nanoparticle surface using ToF-SIMS and statistical analysis,00816,"손현경,손진경,조선호,문정희,이태걸",2020-05-27,BIOINTERPHASES
736,Numerical evaluation of polyethylene glycol ligand conjugation to gold nanoparticle surface using ToF-SIMS and statistical analysis,00917,"손현경,손진경,조선호,문정희,이태걸",2020-05-27,BIOINTERPHASES
737,Numerical study on ultrasonic wave scattering of rough finite-size cracks,01061,최원재,2020-10-01,비파괴검사학회지 (Journal of the Korea Society for Nondestructive Testing)
738,Observation of a Strongly Enhanced Relaxation Time of an In-situ Tunable Transmon on a Silicon Substrate up to the Purcell Limit Approaching 100 μs,01162,"박관열,최가현,최지수,최지만,이순걸,이관우,송운,정연욱",2020-06-15,JOURNAL OF THE KOREAN PHYSICAL SOCIETY
739,Observation of an Indenter with an Atomic Force Microscope Calibrated with Dual Standard References,00686,"김용일,이윤희,김기복,허용학",2015-08-01,J NANOELECTRON OPTOE
740,Observation of an Indenter with an Atomic Force Microscope Calibrated with Dual Standard References,00880,"김용일,이윤희,김기복,허용학",2015-08-01,J NANOELECTRON OPTOE
741,Observation of photoluminescence from large-scale layer-controlled 2D ß-Cu2S synthesized by the vapor-phase sulfurization of copper thin films,00903,"김태완,라우프섀자드,문지훈,강상우",2017-12-15,NANOTECHNOLOGY
742,Observation of surface contamination layer by X-ray reflectometry (XRR) analyses,00749,"김창수,전현구,정인영,최민혁,오병성,김기홍",2017-06-01,SURF INTERFACE ANAL
743,On-Chip Peptide Mass Spectrometry Imaging for Protein Kinase Inhibitor Screening,00816,"조영래,김영필,손진경,손미영,이태걸",2017-01-02,Analytical Chemistry
744,One-step fabrication method of non-fouling amine-functionalized polyethylene glycol thin film using a single precursor through plasma-enhanced chemical vapor deposition,01150,"김재윤,손현경,조선호,정동근,나희경,이태걸",2020-12-15,SURFACE & COATINGS TECHNOLOGY
745,One-step fabrication method of non-fouling amine-functionalized polyethylene glycol thin film using a single precursor through plasma-enhanced chemical vapor deposition,00816,"김재윤,손현경,조선호,정동근,나희경,이태걸",2020-12-15,SURFACE & COATINGS TECHNOLOGY
746,On-machine calibration of angular position and runout of a precision rotation stage using two absolute position sensors,00832,"김종안,김재완,강주식,이재용,진종한",2020-03-01,MEASUREMENT
747,On-machine self-calibration of a two-dimensional stage using an absolute X-Y-Theta position sensor,00832,"김종안,김재완,강주식,이재용",2020-06-03,INTERNATIONAL JOURNAL OF PRECISION ENGINEERING AND MANUFACTURING
748,Operating a graphite calorimeter in quasi-isothermal mode under high energy x-ray beams,00939,"김인중,김윤호,박종인,김병철,이철영",2020-10-15,PHYSICS IN MEDICINE AND BIOLOGY
749,Operating Atomic Fountain Clock Using Robust DBR Laser: Short-Term Stability Analysis,01103,"이상민,허명선,권택용,홍현규,이상범,Ashby P. H,Andre N. L,John G. Ha,박상언",2017-06-01,IEEE Transactions on Instrumentation and Measurement
750,Operating Atomic Fountain Clock Using Robust DBR Laser: Short-Term Stability Analysis,00845,"이상민,허명선,권택용,홍현규,이상범,Ashby P. H,Andre N. L,John G. Ha,박상언",2017-06-01,IEEE Transactions on Instrumentation and Measurement
751,Optical and hygroscopic properties of longrange transported haze plumes observed at Deokjeok Island off the west coast of the Korean Peninsula under the Asian continental outflows,00993,"정진상,이광열,Cayetano,Batmunkh,김영준",2015-09-16,J GEOPHYS RES
752,Optical Fiber-Based Confocal and Interferometric System for Measuring the Depth and Diameter of Through Silicon Vias,00952,"안흘비,박정재,김종안,진종한",2016-12-01,JOURNAL OF LIGHTWAVE TECHNOLOGY
753,Optical performance degradation effects by fabrication errors of circular-type computer generated holograms,00895,"김영광,이혁교,김영식",2018-12-01,JOURNAL OF THE KOREAN PHYSICAL SOCIETY
754,Optical phase-locking of two extended-cavity diode lasers by serrodyne modulation,00845,"임신혁,이상범,권택용,심규민,박상언",2019-04-01,APPLIED OPTICS
755,Optically Detected Magnetic Resonance with Nitrogen-Vacancy Spin Ensemble in Diamond,01071,"이현준,심정현",2018-06-20,Journal of the Korean Magnetic Resonance Society
756,Optimal generation of ten individual green-to-red Raman source for wavelength-dependent real-time OR-PAM images,00981,"강희성,조순우,박상민,임국빈,Zhonglie Piao,이상원,김창석,이태걸",2019-01-01,IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS
757,Optimization and Application of Paper-based Spray Ionization Mass Spectrometry for Analysis of Natural Organic Matter,00790,"김동휘,이준희,김병주,김성환",2018-10-16,Analytical Chemistry
758,Optimization of an impulse pressure generator based on the drop-weight method,00824,"루디,최인묵",2019-09-01,REVIEW OF SCIENTIFIC INSTRUMEMTS
759,Optimization of Microwave-Assisted Method for Accelerated Glycated Hemoglobin Quantification from Amino Acids to Proteins,00995,"트란 흐엉,정지선",2017-09-12,Mass Spectrometry letters
760,Optimized atomic flux from a frequency-modulated two-dimensional magneto-optical trap for cold fermionic potassium atoms,01054,"이재훈,문종철",2017-06-14,JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS
761,Optimized atomic flux from a frequency-modulated two-dimensional magneto-optical trap for cold fermionic potassium atoms,00947,"이재훈,문종철",2017-06-14,JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS
762,Oral toxicity of titanium dioxide P25 at repeated dose 28-day and 90-day in rats,00816,"허민범,이태걸,곽민정,안규섭,김혜진,류현열,이소민,송경석,김인영,권지환",2020-07-17,PARTICLE AND FIBRE TOXICOLOGY
763,Oral toxicity of titanium dioxide P25 at repeated dose 28-day and 90-day in rats,01094,"허민범,이태걸,곽민정,안규섭,김혜진,류현열,이소민,송경석,김인영,권지환",2020-07-17,PARTICLE AND FIBRE TOXICOLOGY
764,Origin of doping-induced suppression and reemergence of magnetism in LaFeAsO1-xHx,00997,"문창연,박효원,Kristjan Haule,심지훈",2016-12-15,PHYSICAL REVIEW B
765,Origin of glass forming ability of Cu-Zr alloys: A link between compositional variation and stability of liquid and glass,00926,"슈라다,이수형,이윤희,이근우",2018-11-29,PHYSICAL REVIEW MATERIALS
766,O-ring stack system for electron gun alignment,01000,"박인용,조복래,한철수,신승민,이동준,안상정",2015-01-15,REVIEW OF SCIENTIFIC INSTRUMEMTS
767,O-ring stack system for electron gun alignment,00866,"박인용,조복래,한철수,신승민,이동준,안상정",2015-01-15,REVIEW OF SCIENTIFIC INSTRUMEMTS
768,Outlier Detection Method for Time Synchronization,00833,"이영규,양성훈,이호성,이종구,이준효,황상욱",2020-12-15,"JOURNAL OF POSITIONING, NAVIGATION AND TIMING"
769,Overcoming Spectral Interferences in the Determination of Cadmium in Various Food Materials Using Isotope Dilution Inductively-coupled Plasma Mass Spectrometry,00956,"김숙현,임영란,황의진,임용현",2015-03-20,Bulletin of the Korean Chemical Society
770,Overhauser dynamic nuclear polarization for benchtop NMR system using a permanent magnet of 1.56 T,01071,"이연성,임덕영,심정현",2019-09-20,Journal of the Korean Magnetic Resonance Society
771,Overhauser proton spin-echo magnetometer for magnetic  fields below 1 μT,00959,"이성주,심정현,유권규,황성민,오상원,힐첸스 잉고,김기웅",2019-08-01,METROLOGIA
772,Oxidant effect of La(NO3)3·6H2O solution on the crystalline characteristics of nanocrystalline ZrO2 films grown by atomic layer deposition,00840,"오남근,김진태,강고루,안종기,남민우,김소연,박인성,윤주영",2017-02-01,APPLIED SURFACE SCIENCE
773,Oxidation of Titanium Matrix Composites Reinforced with (TiB + TiC) Particulates,00446,"YoungJig Kim,Poonam Yadav,한준희,Xiao Xiao,Dong Bok Lee",2019-05-01,METALS AND MATERIALS INTERNATIONAL
774,Parallelized Single-Electron Pumps Based on Gate-Tunable Quantum Dots,00825,"기영석,안예환,류성근,심흥선,홍창기,김범규,배명호,김남",2019-08-01,JOURNAL OF THE KOREAN PHYSICAL SOCIETY
775,Partial solution for concomitant gradient field in ultra-low magnetic field: correction of distortion artifact,00959,"이성주,심정현",2020-09-20,Journal of the Korean Magnetic Resonance Society
776,Partitioned gradient-index phononic crystals for full phase control,01061,"현재엽,김미소,최원재",2020-12-01,SCIENTIFIC REPORTS
777,PAS1-modified optical SIS sensor for highly sensitive and specific detection of toluene,01123,"Tran Thi Dung,Ui Jin Lee,Myung Hee Kim,Kyoon Eon Kim,조현모,Cesar D. Fermin,김동형,Moonil Kim",2019-09-15,Biosensors and Bioelectronics
778,Pb(Mg1/3 Nb2/3 )-PbTiO3 -Based Ultrasonic Transducer for Detecting Infiltrated Water in Pressurized Water Reactor Fuel Rods,00810,"김건우,최남경,김용일,김기복",2019-06-13,SENSORS
779,PCA exchange method for compensation of error sources in pressure balance calibration,00824,"기긴,최인묵,김성목",2018-08-01,MEASUREMENT
780,Peltier Heating-Assisted Low Temperature Plasma Ionization for Ambient Mass Spectrometry,00812,"이형준,오지선,허성우,문정희,김정훈,박성구,박병철,권기량,임용현",2015-09-30,Mass Spectrometry letters
781,Performance Characterization of Capacitance Diaphragm Gauges with Different Diaphragm Materials Below 10% of Full Capacity,00901,"송한욱,M.Salazar,김성목,우삼용",2017-12-01,MAPAN - Journal of Metrology Society of India
782,Performance evaluation of MTF peak detection methods by a statistical analysis for phone camera modules,00895,"권종훈,이혁교,김영식,이윤우",2016-02-29,Journal of the Optical Society of Korea
783,Performance of a segmented HPGe detector at KRISS,00808,"한주봉,이경범,이종만,이상한,박태순,오정석",2018-04-01,APPLIED RADIATION AND ISOTOPES
784,Periphony-Lattice Mixed-Order Ambisonic Scheme for Spherical Microphone Arrays,01091,"장지호,M Marschal",2018-05-01,IEEE-ACM TRANSACTIONS ON AUDIO SPEECH AND LANGUAGE PROCESSING
785,Phase behaviors of NPB molecule under vacuum,00840,"심섭,김진태,신은진,정낙관,고문규,권오현,윤주영",2016-10-01,MATERIALS RESEARCH BULLETIN
786,Phase calibration and uncertainty evaluation for an RF Comb Generator,01007,"조치현,구현지,권재용,이주광",2020-03-01,MEASUREMENT & CONTROL
787,Phase recovery of high numericalaperture spherical surfaces in tilt phase-shift interferometry,00932,김학용,2016-07-07,OPTICAL ENGINEERING
788,Phase retrieval by pattern classification and circular mean for robust optical testing,00445,"김옥관,이봉주,이윤우,양호순",2020-08-21,Optics and Lasers in Engineering
789,Phase-Stabilized W-Band Planar Imaging System for Near-to-Far-Field Projection Based on Photonic Sensors,01048,"홍영표,이동준,강노원,구현지",2018-02-05,IEEE ANTENN WIREL PR
790,Photoelectric Memory Effect in Graphene Heterostructure Field-Effect Transistors Based on Dual Dielectrics,00752,"최현호,박재성,허성,이승규,문병호,한상우,황찬용,조길원",2018-02-21,ACS Photonics
791,Photo-Induced Force Microscopy by Using Quartz Tuning-Fork Sensor,01173,"장정훈,권혁상,이은성",2019-04-01,SENSORS
792,Photonic Microwave Distance Interferometry Using a Mode-Locked Laser with Systematic Error Correction,01159,"김우람,Haijin Fu,이근우,한성흠,장윤수,김승우",2020-10-29,Applied Sciences
793,Photosynthesis of a combinatorial peptide library in the gas phase,01047,"이선영,Glover,Reilly,Clemmer",2015-09-15,Analytical Chemistry
794,Physical thickness and group refractive index measurement of individual layers for double-stacked microstructures using spectral-domain interferometry,01028,"박정재,배재석,김종안,진종한",2019-01-15,OPTICS COMMUNICATIONS
795,Picosecond x-ray strain rosette reveals direct laser excitation of coherent transverse acoustic phonons,00905,"이수형,Jackson Wi,Maria C,Donald W,Eric L",2016-01-11,SCIENTIFIC REPORTS
796,Plasma Corrosion in Oxalic Acid Anodized Coatings Depending on Tartaric Acid Content,00840,"신재수,송제범,최신호,김진태,오성근,윤주영",2016-01-25,APPLIED SCIENCE AND CONVERGENCE TECHNOLOGY
797,Plasma density measurement and downstream etching of silicon and silicon oxide in Ar/NF3 mixture remote plasma source,01097,"염희중,최대한,이영석,김정형,성대진,유신재,이효창",2019-04-26,PLASMA SCI TECHNOL
798,Plasma-polymerized antifouling biochips for label-free measurement of protease activity in cell culture media,00816,"박지수,김재윤,이태걸",2019-02-15,SENSORS AND ACTUATORS B-CHEMICAL
799,Plasmonic-Layered InAs/InGaAs Quantum-Dots-in-a-Well Pixel Detector for Spectral-Shaping and Photocurrent Enhancement,00860,"황제환,Zahyun Ku,전지연,김영호,김준오,김은규,이상준",2020-11-01,NANOMATERIALS
800,Platyphylloside Isolated from Betula platyphylla is Antiproliferative and Induces Apoptosis in Colon Cancer and Leukemic Cells.,01122,"Joo-Eun Lee,Nguyen Thi Thanh Thuy,이진아,Namki Cho,유희민",2019-08-15,MOLECULES
